disno,dyindex,statea,namea,stateb,nameb,year,strtday,strtmnth,strtyr,endday,endmnth,endyear,outcome,settlmnt,fatlev,highact,hihost,recip,noinit,notarg,sideaa,revstata,revtypea,fatleva,highmcaa,hihosta,orignata,sideab,revstatb,revtypeb,fatlevb,highmcab,hihostb,orignatb,rolea,roleb,dyad_rolea,dyad_roleb,war,durindx,duration,cumdurat,mid5hiact,mid5hiacta,mid5hiactb,severity,severitya,severityb,ongo2014,new,change,changetype_1,changetype_2
257,257,355,BUL,220,FRN,1916,5,10,1915,29,9,1918,0,0,0,22,5,0,4,11,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,3,1,1,2,366,454,20,20,20,100,100,100,0,0,1,0,0
257,257,355,BUL,220,FRN,1917,5,10,1915,29,9,1918,0,0,0,22,5,0,4,11,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,3,1,1,3,365,819,20,20,20,100,100,100,0,0,1,0,0
257,257,355,BUL,220,FRN,1918,5,10,1915,29,9,1918,2,2,6,22,5,0,4,11,1,0,0,6,22,5,0,0,0,0,6,22,5,0,2,4,3,1,1,4,273,1092,20,20,20,100,100,100,0,0,1,0,0
257,257,325,ITA,355,BUL,1916,11,8,1916,29,9,1918,0,0,0,22,5,0,4,11,0,0,0,0,22,5,0,1,0,0,0,22,5,0,4,2,1,3,1,1,143,143,20,20,20,100,100,100,0,0,1,0,0
257,257,325,ITA,355,BUL,1917,11,8,1916,29,9,1918,0,0,0,22,5,0,4,11,0,0,0,0,22,5,0,1,0,0,0,22,5,0,4,2,1,3,1,2,365,508,20,20,20,100,100,100,0,0,1,0,0
257,257,325,ITA,355,BUL,1918,11,8,1916,29,9,1918,1,2,6,22,5,0,4,11,0,0,0,6,22,5,0,1,0,0,6,22,5,0,4,2,1,3,1,3,273,781,20,20,20,100,100,100,0,0,1,0,0
257,257,355,BUL,325,ITA,1916,11,8,1916,29,9,1918,0,0,0,22,5,0,4,11,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,3,1,1,1,143,143,20,20,20,100,100,100,0,0,1,0,0
257,257,355,BUL,325,ITA,1917,11,8,1916,29,9,1918,0,0,0,22,5,0,4,11,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,3,1,1,2,365,508,20,20,20,100,100,100,0,0,1,0,0
257,257,355,BUL,325,ITA,1918,11,8,1916,29,9,1918,2,2,6,22,5,0,4,11,1,0,0,6,22,5,0,0,0,0,6,22,5,0,2,4,3,1,1,3,273,781,20,20,20,100,100,100,0,0,1,0,0
257,257,355,BUL,365,RUS,1916,1,6,1916,15,12,1917,0,0,0,22,5,0,4,11,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,3,1,1,1,214,214,20,20,20,100,100,100,0,0,1,0,0
257,257,355,BUL,365,RUS,1917,1,6,1916,15,12,1917,1,2,6,22,5,0,4,11,1,0,0,6,22,5,0,0,0,0,6,22,5,0,2,4,3,1,1,2,350,564,20,20,20,100,100,100,0,0,1,0,0
257,257,365,RUS,355,BUL,1916,1,6,1916,15,12,1917,0,0,0,22,5,0,4,11,0,0,0,0,22,5,0,1,0,0,0,22,5,0,4,2,1,3,1,1,214,214,20,20,20,100,100,100,0,0,1,0,0
257,257,365,RUS,355,BUL,1917,1,6,1916,15,12,1917,2,2,6,22,5,0,4,11,0,0,0,6,22,5,0,1,0,0,6,22,5,0,4,2,1,3,1,2,350,564,20,20,20,100,100,100,0,0,1,0,0
257,257,360,ROM,640,TUR,1916,30,8,1916,9,12,1917,0,0,0,22,5,0,4,11,0,0,0,0,22,5,0,1,0,0,0,22,5,0,4,2,3,1,1,1,124,124,20,20,20,100,100,100,0,0,1,0,0
257,257,360,ROM,640,TUR,1917,30,8,1916,9,12,1917,2,2,6,22,5,0,4,11,0,0,0,6,22,5,0,1,0,0,6,22,5,0,4,2,3,1,1,2,344,468,20,20,20,100,100,100,0,0,1,0,0
257,257,640,TUR,360,ROM,1916,30,8,1916,9,12,1917,0,0,0,22,5,0,4,11,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,1,3,1,1,124,124,20,20,20,100,100,100,0,0,1,0,0
257,257,640,TUR,360,ROM,1917,30,8,1916,9,12,1917,1,2,6,22,5,0,4,11,1,0,0,6,22,5,0,0,0,0,6,22,5,0,2,4,1,3,1,2,344,468,20,20,20,100,100,100,0,0,1,0,0
257,257,350,GRC,640,TUR,1917,27,6,1917,30,10,1918,0,0,0,22,5,0,4,11,0,1,1,0,22,5,0,1,0,0,0,22,5,0,4,2,1,3,1,1,186,186,20,20,20,100,100,100,0,0,1,0,0
257,257,350,GRC,640,TUR,1918,27,6,1917,30,10,1918,2,2,6,22,5,0,4,11,0,1,1,6,22,5,0,1,0,0,6,22,5,0,4,2,1,3,1,2,304,490,20,20,20,100,100,100,0,0,1,0,0
257,257,640,TUR,350,GRC,1917,27,6,1917,30,10,1918,0,0,0,22,5,0,4,11,1,0,0,0,22,5,0,0,1,1,0,22,5,0,2,4,3,1,1,1,186,186,20,20,20,100,100,100,0,0,1,0,0
257,257,640,TUR,350,GRC,1918,27,6,1917,30,10,1918,1,2,6,22,5,0,4,11,1,0,0,6,22,5,0,0,1,1,6,22,5,0,2,4,3,1,1,2,304,490,20,20,20,100,100,100,0,0,1,0,0
257,257,325,ITA,640,TUR,1916,11,8,1916,30,10,1918,0,0,0,22,5,0,4,11,0,1,1,0,22,5,0,1,0,0,0,22,5,0,4,2,1,3,1,1,143,143,20,20,20,100,100,100,0,0,1,0,0
257,257,325,ITA,640,TUR,1917,11,8,1916,30,10,1918,0,0,0,22,5,0,4,11,0,1,1,0,22,5,0,1,0,0,0,22,5,0,4,2,1,3,1,2,365,508,20,20,20,100,100,100,0,0,1,0,0
257,257,325,ITA,640,TUR,1918,11,8,1916,30,10,1918,1,2,6,22,5,0,4,11,0,1,1,6,22,5,0,1,0,0,6,22,5,0,4,2,1,3,1,3,304,812,20,20,20,100,100,100,0,0,1,0,0
257,257,640,TUR,325,ITA,1916,11,8,1916,30,10,1918,0,0,0,22,5,0,4,11,1,0,0,0,22,5,0,0,1,1,0,22,5,0,2,4,3,1,1,1,143,143,20,20,20,100,100,100,0,0,1,0,0
257,257,640,TUR,325,ITA,1917,11,8,1916,30,10,1918,0,0,0,22,5,0,4,11,1,0,0,0,22,5,0,0,1,1,0,22,5,0,2,4,3,1,1,2,365,508,20,20,20,100,100,100,0,0,1,0,0
257,257,640,TUR,325,ITA,1918,11,8,1916,30,10,1918,2,2,6,22,5,0,4,11,1,0,0,6,22,5,0,0,1,1,6,22,5,0,2,4,3,1,1,3,304,812,20,20,20,100,100,100,0,0,1,0,0
257,257,235,POR,255,GMY,1916,23,2,1916,11,11,1918,0,0,0,20,4,0,4,11,0,0,0,0,17,4,0,1,0,0,0,20,4,0,4,2,1,3,0,1,313,313,18,15,18,99,81,99,0,0,1,0,0
257,257,235,POR,255,GMY,1917,23,2,1916,11,11,1918,0,0,0,22,5,0,4,11,0,0,0,0,22,5,0,1,0,0,0,22,5,0,4,2,1,3,1,2,365,678,20,20,20,100,100,100,0,0,1,0,0
257,257,235,POR,255,GMY,1918,23,2,1916,11,11,1918,1,2,6,22,5,0,4,11,0,0,0,6,22,5,0,1,0,0,6,22,5,0,4,2,1,3,1,3,316,994,20,20,20,100,100,100,0,0,1,0,0
257,257,255,GMY,235,POR,1916,23,2,1916,11,11,1918,0,0,0,20,4,0,4,11,1,0,0,0,20,4,0,0,0,0,0,17,4,0,2,4,3,1,0,1,313,313,18,18,15,99,99,81,0,0,1,0,0
257,257,255,GMY,235,POR,1917,23,2,1916,11,11,1918,0,0,0,22,5,0,4,11,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,3,1,1,2,365,678,20,20,20,100,100,100,0,0,1,0,0
257,257,255,GMY,235,POR,1918,23,2,1916,11,11,1918,2,2,6,22,5,0,4,11,1,0,0,6,22,5,0,0,0,0,6,22,5,0,2,4,3,1,1,3,316,994,20,20,20,100,100,100,0,0,1,0,0
257,257,255,GMY,325,ITA,1916,11,8,1916,11,11,1918,0,0,0,22,5,0,4,11,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,3,1,1,1,143,143,20,20,20,100,100,100,0,0,1,0,0
257,257,255,GMY,325,ITA,1917,11,8,1916,11,11,1918,0,0,0,22,5,0,4,11,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,3,1,1,2,365,508,20,20,20,100,100,100,0,0,1,0,0
257,257,255,GMY,325,ITA,1918,11,8,1916,11,11,1918,2,2,6,22,5,0,4,11,1,0,0,6,22,5,0,0,0,0,6,22,5,0,2,4,3,1,1,3,316,824,20,20,20,100,100,100,0,0,1,0,0
257,257,325,ITA,255,GMY,1916,11,8,1916,11,11,1918,0,0,0,22,5,0,4,11,0,0,0,0,22,5,0,1,0,0,0,22,5,0,4,2,1,3,1,1,143,143,20,20,20,100,100,100,0,0,1,0,0
257,257,325,ITA,255,GMY,1917,11,8,1916,11,11,1918,0,0,0,22,5,0,4,11,0,0,0,0,22,5,0,1,0,0,0,22,5,0,4,2,1,3,1,2,365,508,20,20,20,100,100,100,0,0,1,0,0
257,257,325,ITA,255,GMY,1918,11,8,1916,11,11,1918,1,2,6,22,5,0,4,11,0,0,0,6,22,5,0,1,0,0,6,22,5,0,4,2,1,3,1,3,316,824,20,20,20,100,100,100,0,0,1,0,0
257,257,350,GRC,355,BUL,1917,27,6,1917,29,9,1918,0,0,0,22,5,0,4,11,0,0,0,0,22,5,0,1,1,1,0,22,5,0,4,2,1,3,1,1,188,188,20,20,20,100,100,100,0,0,1,0,0
257,257,350,GRC,355,BUL,1918,27,6,1917,29,9,1918,1,2,6,22,5,0,4,11,0,0,0,6,22,5,0,1,1,1,6,22,5,0,4,2,1,3,1,2,273,461,20,20,20,100,100,100,0,0,1,0,0
257,257,355,BUL,350,GRC,1917,27,6,1917,29,9,1918,0,0,0,22,5,0,4,11,1,1,1,0,22,5,0,0,0,0,0,22,5,0,2,4,3,1,1,1,188,188,20,20,20,100,100,100,0,0,1,0,0
257,257,355,BUL,350,GRC,1918,27,6,1917,29,9,1918,2,2,6,22,5,0,4,11,1,1,1,6,22,5,0,0,0,0,6,22,5,0,2,4,3,1,1,2,273,461,20,20,20,100,100,100,0,0,1,0,0
257,257,355,BUL,360,ROM,1915,15,9,1915,9,12,1917,0,0,0,18,4,1,4,11,1,1,1,0,18,4,0,0,1,1,0,18,4,0,2,4,1,3,0,1,108,108,17,17,17,75,75,75,0,0,1,0,0
257,257,355,BUL,360,ROM,1916,15,9,1915,9,12,1917,0,0,0,22,5,1,4,11,1,1,1,0,22,5,0,0,1,1,0,22,5,0,2,4,1,3,1,2,366,474,20,20,20,100,100,100,0,0,1,0,0
257,257,355,BUL,360,ROM,1917,15,9,1915,9,12,1917,2,2,6,22,5,1,4,11,1,1,1,6,22,5,0,0,1,1,6,22,5,0,2,4,1,3,1,3,344,818,20,20,20,100,100,100,0,0,1,0,0
257,257,360,ROM,355,BUL,1915,15,9,1915,9,12,1917,0,0,0,18,4,1,4,11,0,1,1,0,18,4,0,1,1,1,0,18,4,0,4,2,3,1,0,1,108,108,17,17,17,75,75,75,0,0,1,0,0
257,257,360,ROM,355,BUL,1916,15,9,1915,9,12,1917,0,0,0,22,5,1,4,11,0,1,1,0,22,5,0,1,1,1,0,22,5,0,4,2,3,1,1,2,366,474,20,20,20,100,100,100,0,0,1,0,0
257,257,360,ROM,355,BUL,1917,15,9,1915,9,12,1917,1,2,6,22,5,1,4,11,0,1,1,6,22,5,0,1,1,1,6,22,5,0,4,2,3,1,1,3,344,818,20,20,20,100,100,100,0,0,1,0,0
257,257,2,USA,300,AUH,1915,15,12,1915,15,12,1915,5,3,0,19,4,0,4,11,0,0,0,0,0,1,0,1,1,2,0,19,4,1,4,1,3,1,0,1,1,1,16,0,16,65,100,65,0,1,0,0,0
257,257,300,AUH,2,USA,1915,15,12,1915,15,12,1915,5,3,0,19,4,0,4,11,1,1,2,0,19,4,1,0,0,0,0,0,1,0,1,4,1,3,0,1,1,1,16,16,0,65,65,81,0,1,0,0,0
257,257,2,USA,300,AUH,1917,31,1,1917,31,1,1917,5,3,0,2,2,0,4,11,0,0,0,0,0,1,0,1,1,2,0,2,2,1,4,1,3,1,0,1,1,1,1,0,1,30,100,30,0,1,0,0,0
257,257,300,AUH,2,USA,1917,31,1,1917,31,1,1917,5,3,0,2,2,0,4,11,1,1,2,0,2,2,1,0,0,0,0,0,1,0,1,4,1,3,0,1,1,1,1,1,0,30,30,100,0,1,0,0,0
257,257,2,USA,300,AUH,1917,7,12,1917,7,12,1917,5,3,0,20,4,0,4,11,0,1,3,0,20,4,0,1,0,0,0,0,1,1,4,1,1,3,0,1,1,1,18,18,0,99,99,100,0,0,1,0,0
257,257,300,AUH,2,USA,1917,7,12,1917,7,12,1917,5,3,0,20,4,0,4,11,1,0,0,0,0,1,1,0,1,3,0,20,4,0,1,4,3,1,0,1,1,1,18,0,18,99,100,99,0,0,1,0,0
257,257,300,AUH,360,ROM,1914,1,8,1914,1,8,1914,5,3,0,5,2,0,4,11,1,1,2,0,5,2,1,0,0,0,0,0,1,0,1,4,1,3,0,1,1,1,4,4,0,29,29,100,0,1,0,0,0
257,257,360,ROM,300,AUH,1914,1,8,1914,1,8,1914,5,3,0,5,2,0,4,11,0,0,0,0,0,1,0,1,1,2,0,5,2,1,4,1,3,1,0,1,1,1,4,0,4,29,100,29,0,1,0,0,0
257,257,300,AUH,325,ITA,1914,25,8,1914,25,8,1914,5,3,0,7,3,0,4,11,1,1,3,0,7,3,1,0,0,0,0,0,1,0,1,4,1,3,0,1,1,1,7,7,0,49,49,100,0,1,0,0,0
257,257,325,ITA,300,AUH,1914,25,8,1914,25,8,1914,5,3,0,7,3,0,4,11,0,0,0,0,0,1,0,1,1,3,0,7,3,1,4,1,3,1,0,1,1,1,7,0,7,49,100,49,0,1,0,0,0
257,257,325,ITA,355,BUL,1915,19,10,1915,19,10,1915,5,3,0,20,4,0,4,11,0,0,0,0,20,4,0,1,0,0,0,0,1,0,4,2,1,3,0,1,1,1,18,18,0,99,99,100,0,0,1,0,0
257,257,355,BUL,325,ITA,1915,19,10,1915,19,10,1915,5,3,0,20,4,0,4,11,1,0,0,0,0,1,0,0,0,0,0,20,4,0,2,4,3,1,0,1,1,1,18,0,18,99,100,99,0,0,1,0,0
257,257,355,BUL,365,RUS,1915,4,10,1915,19,10,1915,5,3,0,20,4,0,4,11,1,0,0,0,0,1,0,0,0,0,0,20,4,0,2,4,3,1,0,1,16,16,18,0,18,99,100,99,0,0,1,0,0
257,257,365,RUS,355,BUL,1915,4,10,1915,19,10,1915,5,3,0,20,4,0,4,11,0,0,0,0,20,4,0,1,0,0,0,0,1,0,4,2,1,3,0,1,16,16,18,18,0,99,99,100,0,0,1,0,0
257,257,325,ITA,640,TUR,1914,11,12,1914,21,8,1915,0,0,0,18,4,1,4,11,0,1,1,0,18,4,0,1,0,0,0,18,4,0,4,2,1,3,0,1,21,21,17,17,17,75,75,75,0,0,1,0,0
257,257,325,ITA,640,TUR,1915,11,12,1914,21,8,1915,5,3,0,20,4,0,4,11,0,1,1,0,20,4,0,1,0,0,0,0,1,0,4,2,1,3,0,2,234,255,18,18,0,99,99,100,0,0,1,0,0
257,257,640,TUR,325,ITA,1914,11,12,1914,21,8,1915,0,0,0,18,4,1,4,11,1,0,0,0,18,4,0,0,1,1,0,18,4,0,2,4,3,1,0,1,21,21,17,17,17,75,75,75,0,0,1,0,0
257,257,640,TUR,325,ITA,1915,11,12,1914,21,8,1915,5,3,0,20,4,0,4,11,1,0,0,0,0,1,0,0,1,1,0,20,4,0,2,4,3,1,0,2,234,255,18,0,18,99,75,99,0,0,1,0,0
257,257,255,GMY,345,YUG,1914,1,8,1914,6,8,1914,5,3,0,20,4,0,4,11,1,0,0,0,12,3,0,0,0,0,0,20,4,1,2,3,1,3,0,1,6,6,18,10,18,99,82,99,0,0,1,0,0
257,257,345,YUG,255,GMY,1914,1,8,1914,6,8,1914,5,3,0,20,4,0,4,11,0,0,0,0,20,4,1,1,0,0,0,12,3,0,3,2,3,1,0,1,6,6,18,18,10,99,99,82,0,0,1,0,0
257,257,345,YUG,640,TUR,1914,2,11,1914,2,11,1914,5,3,0,20,4,0,4,11,0,0,0,0,20,4,1,1,0,0,0,0,1,0,3,2,1,3,0,1,1,1,18,18,0,99,99,65,0,0,1,0,0
257,257,640,TUR,345,YUG,1914,2,11,1914,2,11,1914,5,3,0,20,4,0,4,11,1,0,0,0,0,1,0,0,0,0,0,20,4,1,2,3,3,1,0,1,1,1,18,0,18,99,65,99,0,0,1,0,0
257,257,211,BEL,300,AUH,1914,20,8,1914,10,10,1914,5,3,6,20,4,0,4,11,0,0,0,6,18,4,0,1,1,3,1,20,4,1,4,1,3,1,0,1,52,52,18,17,18,99,75,99,0,0,1,0,0
257,257,300,AUH,211,BEL,1914,20,8,1914,10,10,1914,5,3,6,20,4,0,4,11,1,1,3,1,20,4,1,0,0,0,6,18,4,0,1,4,1,3,0,1,52,52,18,18,17,99,99,75,0,0,1,0,0
257,257,300,AUH,740,JPN,1914,25,8,1914,7,5,1915,0,0,0,20,4,0,4,11,1,1,2,0,18,4,1,0,1,2,0,20,4,0,1,4,3,1,0,1,129,129,18,17,18,99,75,99,0,0,1,0,0
257,257,300,AUH,740,JPN,1915,25,8,1914,7,5,1915,8,3,4,20,4,0,4,11,1,1,2,0,18,4,1,0,1,2,0,20,4,0,1,4,3,1,0,2,128,257,18,17,18,99,75,99,0,0,1,0,0
257,257,740,JPN,300,AUH,1914,25,8,1914,7,5,1915,0,0,0,20,4,0,4,11,0,1,2,0,20,4,0,1,1,2,0,18,4,1,4,1,1,3,0,1,129,129,18,18,17,99,99,75,0,0,1,0,0
257,257,740,JPN,300,AUH,1915,25,8,1914,7,5,1915,8,3,4,20,4,0,4,11,0,1,2,0,20,4,0,1,1,2,0,18,4,1,4,1,1,3,0,2,128,257,18,18,17,99,99,75,0,0,1,0,0
257,257,235,POR,300,AUH,1916,23,2,1916,23,8,1916,8,3,0,20,4,0,4,11,0,0,0,0,17,4,0,1,1,2,0,20,4,1,4,1,1,3,0,1,183,183,18,15,18,99,81,99,0,0,1,0,0
257,257,300,AUH,235,POR,1916,23,2,1916,23,8,1916,8,3,0,20,4,0,4,11,1,1,2,0,20,4,1,0,0,0,0,17,4,0,1,4,3,1,0,1,183,183,18,18,15,99,99,81,0,0,1,0,0
257,257,255,GMY,740,JPN,1914,15,8,1914,7,5,1915,0,0,0,20,4,0,4,11,1,1,2,0,18,4,0,0,0,0,0,20,4,0,2,4,3,1,0,1,139,139,18,17,18,99,75,99,0,0,1,0,0
257,257,255,GMY,740,JPN,1915,15,8,1914,7,5,1915,2,2,5,20,4,0,4,11,1,1,2,0,18,4,0,0,0,0,0,20,4,0,2,4,3,1,0,2,128,267,18,17,18,99,75,99,0,0,1,0,0
257,257,740,JPN,255,GMY,1914,15,8,1914,7,5,1915,0,0,0,20,4,0,4,11,0,0,0,0,20,4,0,1,1,2,0,18,4,0,4,2,1,3,0,1,139,139,18,18,17,99,99,75,0,0,1,0,0
257,257,740,JPN,255,GMY,1915,15,8,1914,7,5,1915,1,2,5,20,4,0,4,11,0,0,0,0,20,4,0,1,1,2,0,18,4,0,4,2,1,3,0,2,128,267,18,18,17,99,99,75,0,0,1,0,0
257,257,355,BUL,360,ROM,1914,1,7,1914,31,7,1914,3,1,0,18,4,1,1,1,0,1,1,-9,18,4,1,1,0,0,-9,18,4,1,3,1,1,3,0,1,31,31,17,17,17,75,75,75,0,1,0,0,0
257,257,360,ROM,355,BUL,1914,1,7,1914,31,7,1914,4,1,0,18,4,1,1,1,1,0,0,-9,18,4,1,0,1,1,-9,18,4,1,1,3,3,1,0,1,31,31,17,17,17,75,75,75,0,1,0,0,0
258,258,325,ITA,920,NEW,1940,11,6,1940,3,9,1943,0,0,0,22,5,0,24,10,0,0,0,0,22,5,0,1,1,2,0,22,5,0,4,2,3,1,1,1,204,204,20,20,20,100,100,100,0,1,0,0,0
258,258,325,ITA,920,NEW,1941,11,6,1940,3,9,1943,0,0,0,22,5,0,24,10,0,0,0,0,22,5,0,1,1,2,0,22,5,0,4,2,3,1,1,2,365,569,20,20,20,100,100,100,0,1,0,0,0
258,258,325,ITA,920,NEW,1942,11,6,1940,3,9,1943,0,0,0,22,5,0,24,10,0,0,0,0,22,5,0,1,1,2,0,22,5,0,4,2,3,1,1,3,365,934,20,20,20,100,100,100,0,1,0,0,0
258,258,325,ITA,920,NEW,1943,11,6,1940,3,9,1943,2,1,6,22,5,0,24,10,0,0,0,6,22,5,0,1,1,2,6,22,5,0,4,2,3,1,1,4,247,1181,20,20,20,100,100,100,0,1,0,0,0
258,258,920,NEW,325,ITA,1940,11,6,1940,3,9,1943,0,0,0,22,5,0,24,10,1,1,2,0,22,5,0,0,0,0,0,22,5,0,2,4,1,3,1,1,204,204,20,20,20,100,100,100,0,1,0,0,0
258,258,920,NEW,325,ITA,1941,11,6,1940,3,9,1943,0,0,0,22,5,0,24,10,1,1,2,0,22,5,0,0,0,0,0,22,5,0,2,4,1,3,1,2,365,569,20,20,20,100,100,100,0,1,0,0,0
258,258,920,NEW,325,ITA,1942,11,6,1940,3,9,1943,0,0,0,22,5,0,24,10,1,1,2,0,22,5,0,0,0,0,0,22,5,0,2,4,1,3,1,3,365,934,20,20,20,100,100,100,0,1,0,0,0
258,258,920,NEW,325,ITA,1943,11,6,1940,3,9,1943,1,1,6,22,5,0,24,10,1,1,2,6,22,5,0,0,0,0,6,22,5,0,2,4,1,3,1,4,247,1181,20,20,20,100,100,100,0,1,0,0,0
258,258,325,ITA,900,AUL,1940,11,6,1940,3,9,1943,0,0,0,22,5,0,24,10,0,0,0,0,22,5,0,1,1,2,0,22,5,0,4,2,3,1,1,1,204,204,20,20,20,100,100,100,0,1,0,0,0
258,258,325,ITA,900,AUL,1941,11,6,1940,3,9,1943,0,0,0,22,5,0,24,10,0,0,0,0,22,5,0,1,1,2,0,22,5,0,4,2,3,1,1,2,365,569,20,20,20,100,100,100,0,1,0,0,0
258,258,325,ITA,900,AUL,1942,11,6,1940,3,9,1943,0,0,0,22,5,0,24,10,0,0,0,0,22,5,0,1,1,2,0,22,5,0,4,2,3,1,1,3,365,934,20,20,20,100,100,100,0,1,0,0,0
258,258,325,ITA,900,AUL,1943,11,6,1940,3,9,1943,2,1,6,22,5,0,24,10,0,0,0,6,22,5,0,1,1,2,6,22,5,0,4,2,3,1,1,4,247,1181,20,20,20,100,100,100,0,1,0,0,0
258,258,900,AUL,325,ITA,1940,11,6,1940,3,9,1943,0,0,0,22,5,0,24,10,1,1,2,0,22,5,0,0,0,0,0,22,5,0,2,4,1,3,1,1,204,204,20,20,20,100,100,100,0,1,0,0,0
258,258,900,AUL,325,ITA,1941,11,6,1940,3,9,1943,0,0,0,22,5,0,24,10,1,1,2,0,22,5,0,0,0,0,0,22,5,0,2,4,1,3,1,2,365,569,20,20,20,100,100,100,0,1,0,0,0
258,258,900,AUL,325,ITA,1942,11,6,1940,3,9,1943,0,0,0,22,5,0,24,10,1,1,2,0,22,5,0,0,0,0,0,22,5,0,2,4,1,3,1,3,365,934,20,20,20,100,100,100,0,1,0,0,0
258,258,900,AUL,325,ITA,1943,11,6,1940,3,9,1943,1,1,6,22,5,0,24,10,1,1,2,6,22,5,0,0,0,0,6,22,5,0,2,4,1,3,1,4,247,1181,20,20,20,100,100,100,0,1,0,0,0
258,258,310,HUN,345,YUG,1941,6,4,1941,17,4,1941,1,2,6,22,5,0,24,10,0,1,1,-9,22,5,0,1,0,0,6,22,5,0,4,2,1,3,1,1,12,12,20,20,20,100,100,100,0,1,0,7,0
258,258,345,YUG,310,HUN,1941,6,4,1941,17,4,1941,2,2,6,22,5,0,24,10,1,0,0,6,22,5,0,0,1,1,-9,22,5,0,2,4,3,1,1,1,12,12,20,20,20,100,100,100,0,1,0,7,0
258,258,220,FRN,325,ITA,1940,10,6,1940,25,6,1940,2,1,6,22,5,0,24,10,1,0,0,2,22,5,0,0,1,1,6,22,5,0,2,4,3,1,1,1,16,16,20,20,20,100,100,100,0,1,0,0,0
258,258,325,ITA,220,FRN,1940,10,6,1940,25,6,1940,1,1,6,22,5,0,24,10,0,1,1,6,22,5,0,1,0,0,2,22,5,0,4,2,1,3,1,1,16,16,20,20,20,100,100,100,0,1,0,0,0
258,258,230,SPN,365,RUS,1941,26,6,1941,20,2,1944,0,0,0,22,5,0,24,10,0,1,2,0,22,5,0,1,0,0,0,22,5,0,4,2,1,3,1,1,189,189,20,20,20,100,100,100,0,1,0,0,0
258,258,230,SPN,365,RUS,1942,26,6,1941,20,2,1944,0,0,0,22,5,0,24,10,0,1,2,0,22,5,0,1,0,0,0,22,5,0,4,2,1,3,1,2,365,554,20,20,20,100,100,100,0,1,0,0,0
258,258,230,SPN,365,RUS,1943,26,6,1941,20,2,1944,0,0,0,22,5,0,24,10,0,1,2,0,22,5,0,1,0,0,0,22,5,0,4,2,1,3,1,3,365,919,20,20,20,100,100,100,0,1,0,0,0
258,258,230,SPN,365,RUS,1944,26,6,1941,20,2,1944,2,3,6,22,5,0,24,10,0,1,2,6,22,5,0,1,0,0,6,22,5,0,4,2,1,3,1,4,52,971,20,20,20,100,100,100,0,1,0,0,0
258,258,365,RUS,230,SPN,1941,26,6,1941,20,2,1944,0,0,0,22,5,0,24,10,1,0,0,0,22,5,0,0,1,2,0,22,5,0,2,4,3,1,1,1,189,189,20,20,20,100,100,100,0,1,0,0,0
258,258,365,RUS,230,SPN,1942,26,6,1941,20,2,1944,0,0,0,22,5,0,24,10,1,0,0,0,22,5,0,0,1,2,0,22,5,0,2,4,3,1,1,2,365,554,20,20,20,100,100,100,0,1,0,0,0
258,258,365,RUS,230,SPN,1943,26,6,1941,20,2,1944,0,0,0,22,5,0,24,10,1,0,0,0,22,5,0,0,1,2,0,22,5,0,2,4,3,1,1,3,365,919,20,20,20,100,100,100,0,1,0,0,0
258,258,365,RUS,230,SPN,1944,26,6,1941,20,2,1944,1,3,6,22,5,0,24,10,1,0,0,6,22,5,0,0,1,2,6,22,5,0,2,4,3,1,1,4,52,971,20,20,20,100,100,100,0,1,0,0,0
258,258,20,CAN,325,ITA,1943,10,7,1943,3,9,1943,1,1,6,22,5,0,24,10,1,1,2,6,22,5,0,0,0,0,6,22,5,0,2,4,3,1,1,1,56,56,20,20,20,100,100,100,0,1,0,0,0
258,258,325,ITA,20,CAN,1943,10,7,1943,3,9,1943,2,1,6,22,5,0,24,10,0,0,0,6,22,5,0,1,1,2,6,22,5,0,4,2,1,3,1,1,56,56,20,20,20,100,100,100,0,1,0,0,0
258,258,325,ITA,560,SAF,1940,11,6,1940,3,9,1943,0,0,0,22,5,0,24,10,0,0,0,0,22,5,0,1,1,2,0,22,5,0,4,2,3,1,1,1,204,204,20,20,20,100,100,100,0,1,0,0,0
258,258,325,ITA,560,SAF,1941,11,6,1940,3,9,1943,0,0,0,22,5,0,24,10,0,0,0,0,22,5,0,1,1,2,0,22,5,0,4,2,3,1,1,2,365,569,20,20,20,100,100,100,0,1,0,0,0
258,258,325,ITA,560,SAF,1942,11,6,1940,3,9,1943,0,0,0,22,5,0,24,10,0,0,0,0,22,5,0,1,1,2,0,22,5,0,4,2,3,1,1,3,365,934,20,20,20,100,100,100,0,1,0,0,0
258,258,325,ITA,560,SAF,1943,11,6,1940,3,9,1943,2,1,6,22,5,0,24,10,0,0,0,6,22,5,0,1,1,2,6,22,5,0,4,2,3,1,1,4,247,1181,20,20,20,100,100,100,0,1,0,0,0
